Signal_ID,Client_ID,Client_Type,Alarm_Type,Technical_Signal,Zone,Date,Time,Shift,Priority_Level,Handled_By,Agent_Seniority,Response_Time_Min,Resolution_Time_Min,Incident,Police_Called,Fire_Department_Called,Escalated,False_Alarm_Reason,Outcome_Category
S00754,C2018,Home,Technical,Low Battery,Zone 4 – Kitchen,2025-02-07,23:53,3rd,Low,E07,Junior,14,18,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00755,C2025,Home,Technical,Sensor Fault,Zone 1 – Main Door,2025-06-26,11:39,1st,Medium,E01,Senior,3,12,No,No,No,No,N/A,Unclassified
S00756,C2088,Factory,Burglary,Motion Detected,Zone 7 – Storage,2025-03-24,11:34,1st,Low,E01,Senior,3,11,No,No,No,No,N/A,Unclassified
S00757,C2116,Warehouse,Burglary,Alarm Triggered,Zone 7 – Storage,2025-01-28,08:24,1st,Critical,E07,Junior,13,99,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00758,C2111,Warehouse,Burglary,Alarm Triggered,Zone 5 – Garage,2025-06-04,09:31,1st,Critical,E04,Mid,7,84,Yes,Yes,No,Yes,N/A,Forced Entry
S00759,C2041,Office,Fire,Smoke Detected,Zone 9 – Hallway,2025-04-29,06:35,3rd,Critical,E04,Mid,7,70,Yes,No,Yes,Yes,N/A,Emergency Confirmed
S00760,C2016,Home,Tamper,Tamper Detected,Zone 1 – Main Door,2025-03-14,03:20,3rd,Low,E06,Junior,6,17,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00761,C2088,Factory,Burglary,Glass Break,Zone 0 – Control Panel,2025-03-08,07:48,1st,Critical,E08,Junior,12,71,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00762,C2061,Shop,Fire,Gas Leak,Zone 8 – Control Room,2025-04-15,02:15,3rd,Medium,E05,Mid,10,13,No,No,No,No,Dust,False Alarm – Dust
S00763,C2006,Home,Tamper,Cover Removed,Zone 5 – Garage,2025-04-05,12:10,1st,Low,E04,Mid,6,16,No,No,No,No,Maintenance,False Alarm – Maintenance
S00764,C2006,Home,Technical,Sensor Fault,Zone 9 – Hallway,2025-03-30,05:17,3rd,Low,E06,Junior,10,21,No,No,No,No,N/A,Unclassified
S00765,C2147,School,Burglary,Alarm Triggered,Zone 1 – Main Door,2025-03-25,05:20,3rd,Low,E07,Junior,6,16,No,No,No,No,Power outage,False Alarm – Power outage
S00766,C2077,Factory,Burglary,Alarm Triggered,Zone 8 – Control Room,2025-05-23,04:10,3rd,Medium,E07,Junior,12,15,No,No,No,No,Environmental,False Alarm – Environmental
S00767,C2068,Shop,Burglary,Alarm Triggered,Zone 1 – Main Door,2025-01-25,10:18,1st,Critical,E04,Mid,6,19,No,No,No,No,Animal,False Alarm – Animal
S00768,C2087,Factory,Panic Button,Emergency Triggered,Zone 8 – Control Room,2025-02-16,08:37,1st,Critical,E01,Senior,3,27,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00769,C2139,School,Technical,Power Restored,Zone 6 – Office,2025-04-14,19:27,2nd,Medium,E04,Mid,8,20,No,No,No,No,N/A,Unclassified
S00770,C2005,Home,Burglary,Motion Detected,Zone 9 – Hallway,2025-01-05,09:56,1st,Medium,E04,Mid,8,21,No,No,No,No,Environmental,False Alarm – Environmental
S00771,C2137,School,Burglary,Alarm Triggered,Zone 8 – Control Room,2025-04-12,14:17,1st,Low,E06,Junior,12,17,No,No,No,No,User error,False Alarm – User error
S00772,C2077,Factory,Tamper,Cover Removed,Zone 0 – Control Panel,2025-03-17,01:47,3rd,Medium,E07,Junior,17,22,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00773,C2074,Shop,Technical,Power Restored,Zone 8 – Control Room,2025-05-05,05:17,3rd,Low,E03,Mid,6,14,No,No,No,No,Maintenance,False Alarm – Maintenance
S00774,C2039,Office,Burglary,Glass Break,Zone 6 – Office,2025-06-11,10:07,1st,Medium,E07,Junior,12,22,No,No,No,No,Power outage,False Alarm – Power outage
S00775,C2010,Home,Tamper,Tamper Detected,Zone 2 – Living Room,2025-01-22,13:27,1st,Medium,E03,Mid,3,9,No,No,No,No,Environmental,False Alarm – Environmental
S00776,C2011,Home,Burglary,Alarm Triggered,Zone 9 – Hallway,2025-05-29,01:41,3rd,Low,E09,Junior,13,24,No,No,No,No,Dust,False Alarm – Dust
S00777,C2017,Home,Burglary,Alarm Triggered,Zone 4 – Kitchen,2025-01-08,11:55,1st,Low,E06,Junior,11,15,No,No,No,No,Environmental,False Alarm – Environmental
S00778,C2147,School,Panic Button,Emergency Triggered,Zone 8 – Control Room,2025-03-19,02:07,3rd,Critical,E02,Senior,2,32,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00779,C2150,School,Technical,Power Restored,Zone 0 – Control Panel,2025-03-13,04:53,3rd,Medium,E04,Mid,3,7,No,No,No,No,Power outage,False Alarm – Power outage
S00780,C2113,Warehouse,Tamper,Cover Removed,Zone 8 – Control Room,2025-06-12,10:17,1st,Low,E01,Senior,2,9,No,No,No,No,Animal,False Alarm – Animal
S00781,C2064,Shop,Burglary,Glass Break,Zone 0 – Control Panel,2025-05-31,21:30,2nd,High,E05,Mid,5,59,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00782,C2014,Home,Technical,Power Restored,Zone 9 – Hallway,2025-05-26,07:53,1st,Low,E08,Junior,17,31,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00783,C2061,Shop,Burglary,Alarm Triggered,Zone 9 – Hallway,2025-05-15,16:34,2nd,Low,E06,Junior,11,17,No,No,No,No,Dust,False Alarm – Dust
S00784,C2061,Shop,Burglary,Glass Break,Zone 0 – Control Panel,2025-03-22,16:59,2nd,Medium,E07,Junior,13,27,No,No,No,No,Environmental,False Alarm – Environmental
S00785,C2009,Home,Technical,Low Battery,Zone 3 – Bedroom,2025-05-02,05:50,3rd,Medium,E06,Junior,7,22,No,No,No,No,N/A,Unclassified
S00786,C2109,Warehouse,Tamper,Tamper Detected,Zone 1 – Main Door,2025-03-06,20:45,2nd,Medium,E06,Junior,9,22,No,No,No,No,Maintenance,False Alarm – Maintenance
S00787,C2008,Home,Burglary,Motion Detected,Zone 1 – Main Door,2025-05-08,20:29,2nd,Medium,E04,Mid,6,8,No,No,No,No,User error,False Alarm – User error
S00788,C2079,Factory,Fire,Heat Sensor,Zone 8 – Control Room,2025-05-24,13:12,1st,Medium,E02,Senior,2,48,Yes,No,No,No,N/A,Fire Confirmed
S00789,C2082,Factory,Burglary,Alarm Triggered,Zone 0 – Control Panel,2025-01-31,13:50,1st,Medium,E10,Mid,6,13,No,No,No,No,Environmental,False Alarm – Environmental
S00790,C2022,Home,Fire,Gas Leak,Zone 4 – Kitchen,2025-01-08,11:12,1st,High,E04,Mid,5,93,Yes,No,Yes,Yes,N/A,Fire Confirmed
S00791,C2143,School,Fire,Heat Sensor,Zone 8 – Control Room,2025-05-05,15:01,2nd,High,E07,Junior,17,23,No,No,No,No,User error,False Alarm – User error
S00792,C2103,Warehouse,Technical,Sensor Fault,Zone 0 – Control Panel,2025-06-16,01:03,3rd,Low,E02,Senior,3,7,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00793,C2135,School,Technical,Sensor Fault,Zone 0 – Control Panel,2025-04-04,16:00,2nd,Medium,E05,Mid,8,13,No,No,No,No,Maintenance,False Alarm – Maintenance
S00794,C2127,School,Burglary,Glass Break,Zone 0 – Control Panel,2025-02-01,19:18,2nd,Critical,E04,Mid,7,13,No,No,No,No,Environmental,False Alarm – Environmental
S00795,C2047,Office,Burglary,Glass Break,Zone 0 – Control Panel,2025-01-06,10:26,1st,Low,E03,Mid,6,15,No,No,No,No,Maintenance,False Alarm – Maintenance
S00796,C2150,School,Technical,Low Battery,Zone 0 – Control Panel,2025-02-10,10:23,1st,Low,E08,Junior,13,26,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00797,C2055,Shop,Fire,Gas Leak,Zone 8 – Control Room,2025-02-04,05:43,3rd,Critical,E06,Junior,11,21,No,No,No,No,Animal,False Alarm – Animal
S00798,C2086,Factory,Fire,Gas Leak,Zone 5 – Garage,2025-03-28,15:03,2nd,Critical,E02,Senior,2,13,No,No,No,No,Environmental,False Alarm – Environmental
S00799,C2065,Shop,Tamper,Cover Removed,Zone 7 – Storage,2025-03-14,07:00,1st,Medium,E03,Mid,7,17,No,No,No,No,User error,False Alarm – User error
S00800,C2046,Office,Burglary,Glass Break,Zone 8 – Control Room,2025-01-30,23:37,3rd,Critical,E04,Mid,3,6,No,No,No,No,User error,False Alarm – User error
S00801,C2136,School,Tamper,Tamper Detected,Zone 0 – Control Panel,2025-01-25,04:45,3rd,Medium,E07,Junior,14,18,No,No,No,No,N/A,Unclassified
S00802,C2072,Shop,Panic Button,Duress Code,Zone 8 – Control Room,2025-01-25,06:55,3rd,Critical,E01,Senior,2,50,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00803,C2043,Office,Technical,Sensor Fault,Zone 8 – Control Room,2025-04-09,13:57,1st,Low,E09,Junior,8,10,No,No,No,No,N/A,Unclassified
S00804,C2014,Home,Technical,Power Restored,Zone 2 – Living Room,2025-05-06,02:09,3rd,Low,E05,Mid,5,18,No,No,No,No,Maintenance,False Alarm – Maintenance
S00805,C2030,Office,Fire,Smoke Detected,Zone 0 – Control Panel,2025-02-23,14:27,1st,Critical,E01,Senior,3,80,Yes,No,Yes,Yes,N/A,Forced Entry
S00806,C2038,Office,Tamper,Cover Removed,Zone 1 – Main Door,2025-05-24,14:07,1st,Low,E04,Mid,8,12,No,No,No,No,Environmental,False Alarm – Environmental
S00807,C2150,School,Fire,Heat Sensor,Zone 9 – Hallway,2025-02-17,03:36,3rd,Medium,E06,Junior,17,20,No,No,No,No,Power outage,False Alarm – Power outage
S00808,C2128,School,Fire,Gas Leak,Zone 1 – Main Door,2025-03-13,02:49,3rd,Medium,E06,Junior,14,22,No,No,No,No,Animal,False Alarm – Animal
S00809,C2028,Office,Technical,Power Restored,Zone 8 – Control Room,2025-05-04,20:37,2nd,Low,E08,Junior,13,22,No,No,No,No,N/A,Unclassified
S00810,C2002,Home,Burglary,Glass Break,Zone 3 – Bedroom,2025-01-08,03:38,3rd,Critical,E03,Mid,5,92,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00811,C2013,Home,Burglary,Alarm Triggered,Zone 9 – Hallway,2025-04-03,18:55,2nd,High,E03,Mid,9,20,No,No,No,No,Maintenance,False Alarm – Maintenance
S00812,C2103,Warehouse,Fire,Smoke Detected,Zone 7 – Storage,2025-06-29,21:05,2nd,High,E04,Mid,4,6,No,No,No,No,Animal,False Alarm – Animal
S00813,C2100,Factory,Burglary,Alarm Triggered,Zone 0 – Control Panel,2025-06-24,18:10,2nd,Medium,E06,Junior,12,89,Yes,No,No,No,N/A,Forced Entry
S00814,C2034,Office,Burglary,Motion Detected,Zone 8 – Control Room,2025-01-29,11:57,1st,Low,E04,Mid,8,17,No,No,No,No,Power outage,False Alarm – Power outage
S00815,C2069,Shop,Burglary,Motion Detected,Zone 7 – Storage,2025-05-30,13:30,1st,Critical,E07,Junior,6,68,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00816,C2110,Warehouse,Tamper,Tamper Detected,Zone 1 – Main Door,2025-02-03,13:40,1st,Medium,E03,Mid,8,20,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00817,C2127,School,Burglary,Motion Detected,Zone 8 – Control Room,2025-01-22,09:59,1st,Low,E02,Senior,3,12,No,No,No,No,Environmental,False Alarm – Environmental
S00818,C2033,Office,Technical,Power Loss,Zone 7 – Storage,2025-04-26,03:09,3rd,Low,E07,Junior,9,20,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00819,C2020,Home,Burglary,Motion Detected,Zone 1 – Main Door,2025-05-12,07:35,1st,Low,E07,Junior,9,21,No,No,No,No,Power outage,False Alarm – Power outage
S00820,C2066,Shop,Burglary,Glass Break,Zone 7 – Storage,2025-03-09,11:22,1st,Low,E10,Mid,8,22,No,No,No,No,User error,False Alarm – User error
S00821,C2101,Warehouse,Burglary,Glass Break,Zone 1 – Main Door,2025-04-16,17:53,2nd,Critical,E01,Senior,3,16,No,No,No,No,Maintenance,False Alarm – Maintenance
S00822,C2116,Warehouse,Burglary,Alarm Triggered,Zone 0 – Control Panel,2025-03-26,06:48,3rd,High,E05,Mid,5,10,No,No,No,No,User error,False Alarm – User error
S00823,C2067,Shop,Fire,Smoke Detected,Zone 8 – Control Room,2025-03-07,17:05,2nd,Critical,E05,Mid,7,36,Yes,No,Yes,Yes,N/A,Confirmed Intrusion
S00824,C2123,Warehouse,Technical,Sensor Fault,Zone 8 – Control Room,2025-01-16,09:41,1st,Medium,E07,Junior,17,30,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00825,C2078,Factory,Burglary,Glass Break,Zone 1 – Main Door,2025-05-09,13:51,1st,Medium,E06,Junior,6,35,Yes,No,No,No,N/A,Confirmed Intrusion
S00826,C2007,Home,Tamper,Cover Removed,Zone 2 – Living Room,2025-04-02,10:54,1st,Low,E08,Junior,16,26,No,No,No,No,Environmental,False Alarm – Environmental
S00827,C2078,Factory,Fire,Smoke Detected,Zone 0 – Control Panel,2025-05-10,18:05,2nd,Critical,E01,Senior,2,36,Yes,No,Yes,Yes,N/A,Forced Entry
S00828,C2006,Home,Burglary,Motion Detected,Zone 4 – Kitchen,2025-03-16,06:30,3rd,Medium,E07,Junior,10,18,No,No,No,No,Environmental,False Alarm – Environmental
S00829,C2003,Home,Tamper,Cover Removed,Zone 1 – Main Door,2025-04-23,23:21,3rd,High,E01,Senior,3,16,No,No,No,No,Maintenance,False Alarm – Maintenance
S00830,C2125,Warehouse,Tamper,Cover Removed,Zone 8 – Control Room,2025-03-18,03:02,3rd,High,E03,Mid,6,14,No,No,No,No,Animal,False Alarm – Animal
S00831,C2017,Home,Tamper,Cover Removed,Zone 3 – Bedroom,2025-01-22,12:35,1st,High,E02,Senior,1,8,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00832,C2112,Warehouse,Burglary,Glass Break,Zone 1 – Main Door,2025-03-14,22:44,2nd,High,E02,Senior,4,9,No,No,No,No,Power outage,False Alarm – Power outage
S00833,C2087,Factory,Tamper,Cover Removed,Zone 7 – Storage,2025-06-25,10:37,1st,Low,E05,Mid,4,12,No,No,No,No,Power outage,False Alarm – Power outage
S00834,C2121,Warehouse,Technical,Power Restored,Zone 5 – Garage,2025-06-04,20:50,2nd,Low,E04,Mid,7,19,No,No,No,No,Power outage,False Alarm – Power outage
S00835,C2045,Office,Panic Button,Emergency Triggered,Zone 6 – Office,2025-01-15,06:08,3rd,Critical,E04,Mid,5,83,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00836,C2143,School,Burglary,Glass Break,Zone 1 – Main Door,2025-03-19,02:13,3rd,High,E08,Junior,12,16,No,No,No,No,User error,False Alarm – User error
S00837,C2017,Home,Burglary,Alarm Triggered,Zone 3 – Bedroom,2025-02-27,15:51,2nd,Low,E07,Junior,12,21,No,No,No,No,User error,False Alarm – User error
S00838,C2091,Factory,Panic Button,Duress Code,Zone 1 – Main Door,2025-03-21,03:21,3rd,Critical,E02,Senior,1,13,No,No,No,No,Maintenance,False Alarm – Maintenance
S00839,C2013,Home,Technical,Sensor Fault,Zone 4 – Kitchen,2025-06-22,00:45,3rd,Low,E04,Mid,8,23,No,No,No,No,Power outage,False Alarm – Power outage
S00840,C2027,Office,Fire,Heat Sensor,Zone 6 – Office,2025-04-14,07:32,1st,Medium,E01,Senior,1,14,No,No,No,No,User error,False Alarm – User error
S00841,C2114,Warehouse,Tamper,Cover Removed,Zone 0 – Control Panel,2025-05-20,11:45,1st,Low,E06,Junior,8,12,No,No,No,No,Environmental,False Alarm – Environmental
S00842,C2052,Shop,Fire,Gas Leak,Zone 9 – Hallway,2025-02-13,00:54,3rd,Medium,E05,Mid,6,81,Yes,No,No,No,N/A,Emergency Confirmed
S00843,C2044,Office,Fire,Gas Leak,Zone 1 – Main Door,2025-01-05,11:32,1st,Critical,E06,Junior,10,22,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00844,C2136,School,Burglary,Glass Break,Zone 0 – Control Panel,2025-04-07,10:09,1st,Medium,E06,Junior,11,20,No,No,No,No,Power outage,False Alarm – Power outage
S00845,C2114,Warehouse,Panic Button,Emergency Triggered,Zone 5 – Garage,2025-04-20,12:01,1st,High,E08,Junior,15,51,Yes,Yes,No,Yes,N/A,Forced Entry
S00846,C2010,Home,Panic Button,Emergency Triggered,Zone 9 – Hallway,2025-01-29,07:25,1st,High,E04,Mid,8,20,No,No,No,No,Environmental,False Alarm – Environmental
S00847,C2103,Warehouse,Burglary,Alarm Triggered,Zone 0 – Control Panel,2025-06-22,03:26,3rd,High,E04,Mid,5,11,No,No,No,No,N/A,Unclassified
S00848,C2104,Warehouse,Technical,Power Restored,Zone 8 – Control Room,2025-04-06,09:44,1st,Medium,E05,Mid,7,21,No,No,No,No,N/A,Unclassified
S00849,C2078,Factory,Burglary,Glass Break,Zone 1 – Main Door,2025-06-06,10:56,1st,High,E09,Junior,6,16,No,No,No,No,User error,False Alarm – User error
S00850,C2024,Home,Fire,Heat Sensor,Zone 5 – Garage,2025-06-30,11:13,1st,Critical,E05,Mid,6,41,Yes,No,Yes,Yes,N/A,Confirmed Intrusion
S00851,C2139,School,Tamper,Cover Removed,Zone 8 – Control Room,2025-03-11,15:56,2nd,Low,E04,Mid,9,19,No,No,No,No,Power outage,False Alarm – Power outage
S00852,C2016,Home,Tamper,Cover Removed,Zone 3 – Bedroom,2025-04-18,00:46,3rd,Medium,E07,Junior,15,24,No,No,No,No,Animal,False Alarm – Animal
S00853,C2002,Home,Technical,Power Loss,Zone 4 – Kitchen,2025-01-04,19:36,2nd,Low,E02,Senior,3,10,No,No,No,No,Maintenance,False Alarm – Maintenance
S00854,C2147,School,Fire,Heat Sensor,Zone 9 – Hallway,2025-03-27,11:18,1st,Critical,E06,Junior,13,69,Yes,No,Yes,Yes,N/A,Fire Confirmed
S00855,C2026,Office,Burglary,Motion Detected,Zone 6 – Office,2025-02-12,12:29,1st,Critical,E09,Junior,11,19,No,No,No,No,Animal,False Alarm – Animal
S00856,C2055,Shop,Tamper,Tamper Detected,Zone 9 – Hallway,2025-02-12,09:30,1st,Medium,E07,Junior,8,18,No,No,No,No,Maintenance,False Alarm – Maintenance
S00857,C2068,Shop,Fire,Gas Leak,Zone 7 – Storage,2025-02-08,05:55,3rd,Critical,E01,Senior,2,15,No,No,No,No,Power outage,False Alarm – Power outage
S00858,C2042,Office,Fire,Heat Sensor,Zone 6 – Office,2025-01-11,13:52,1st,High,E07,Junior,11,21,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00859,C2055,Shop,Tamper,Cover Removed,Zone 9 – Hallway,2025-06-23,16:44,2nd,Low,E02,Senior,3,6,No,No,No,No,Dust,False Alarm – Dust
S00860,C2031,Office,Fire,Heat Sensor,Zone 8 – Control Room,2025-02-21,05:07,3rd,Critical,E05,Mid,8,70,Yes,No,Yes,Yes,N/A,Emergency Confirmed
S00861,C2076,Factory,Tamper,Tamper Detected,Zone 0 – Control Panel,2025-03-02,04:19,3rd,Low,E08,Junior,13,19,No,No,No,No,Animal,False Alarm – Animal
S00862,C2047,Office,Burglary,Alarm Triggered,Zone 7 – Storage,2025-06-14,11:13,1st,Low,E01,Senior,2,4,No,No,No,No,Environmental,False Alarm – Environmental
S00863,C2147,School,Burglary,Motion Detected,Zone 6 – Office,2025-03-30,05:30,3rd,Critical,E09,Junior,12,27,No,No,No,No,Power outage,False Alarm – Power outage
S00864,C2036,Office,Fire,Heat Sensor,Zone 9 – Hallway,2025-01-07,17:48,2nd,Critical,E08,Junior,12,27,No,No,No,No,User error,False Alarm – User error
S00865,C2105,Warehouse,Panic Button,Emergency Triggered,Zone 8 – Control Room,2025-06-22,12:05,1st,Critical,E09,Junior,9,80,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00866,C2043,Office,Burglary,Glass Break,Zone 7 – Storage,2025-04-07,16:55,2nd,High,E07,Junior,11,14,No,No,No,No,Maintenance,False Alarm – Maintenance
S00867,C2139,School,Burglary,Glass Break,Zone 8 – Control Room,2025-01-17,10:39,1st,Medium,E09,Junior,11,14,No,No,No,No,Animal,False Alarm – Animal
S00868,C2071,Shop,Tamper,Tamper Detected,Zone 6 – Office,2025-06-28,09:01,1st,High,E06,Junior,13,21,No,No,No,No,Dust,False Alarm – Dust
S00869,C2006,Home,Fire,Gas Leak,Zone 3 – Bedroom,2025-06-15,15:31,2nd,High,E07,Junior,10,18,No,No,No,No,Dust,False Alarm – Dust
S00870,C2030,Office,Panic Button,Emergency Triggered,Zone 1 – Main Door,2025-03-15,19:05,2nd,Critical,E04,Mid,6,32,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00871,C2044,Office,Burglary,Motion Detected,Zone 1 – Main Door,2025-02-21,11:26,1st,High,E07,Junior,12,65,Yes,Yes,No,Yes,N/A,Forced Entry
S00872,C2037,Office,Panic Button,Duress Code,Zone 0 – Control Panel,2025-01-04,16:20,2nd,Critical,E07,Junior,10,40,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00873,C2061,Shop,Burglary,Motion Detected,Zone 9 – Hallway,2025-02-04,10:15,1st,Critical,E02,Senior,4,13,No,No,No,No,Dust,False Alarm – Dust
S00874,C2124,Warehouse,Fire,Gas Leak,Zone 1 – Main Door,2025-02-01,05:04,3rd,High,E04,Mid,8,18,No,No,No,No,N/A,Unclassified
S00875,C2143,School,Technical,Power Loss,Zone 9 – Hallway,2025-01-16,16:15,2nd,Medium,E04,Mid,8,22,No,No,No,No,Maintenance,False Alarm – Maintenance
S00876,C2139,School,Panic Button,Emergency Triggered,Zone 9 – Hallway,2025-06-23,01:23,3rd,Critical,E07,Junior,18,20,No,No,No,No,Animal,False Alarm – Animal
S00877,C2075,Shop,Technical,Power Restored,Zone 8 – Control Room,2025-06-07,14:53,1st,Low,E09,Junior,8,14,No,No,No,No,N/A,Unclassified
S00878,C2098,Factory,Technical,Power Restored,Zone 8 – Control Room,2025-01-01,11:53,1st,Low,E04,Mid,5,11,No,No,No,No,Power outage,False Alarm – Power outage
S00879,C2032,Office,Burglary,Motion Detected,Zone 6 – Office,2025-05-14,00:25,3rd,High,E05,Mid,12,26,No,No,No,No,Maintenance,False Alarm – Maintenance
S00880,C2088,Factory,Technical,Sensor Fault,Zone 8 – Control Room,2025-04-11,12:56,1st,Low,E02,Senior,3,10,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00881,C2085,Factory,Burglary,Motion Detected,Zone 1 – Main Door,2025-01-12,02:29,3rd,Medium,E10,Mid,6,15,No,No,No,No,N/A,Unclassified
S00882,C2003,Home,Burglary,Glass Break,Zone 9 – Hallway,2025-01-15,15:57,2nd,Critical,E01,Senior,2,79,Yes,Yes,No,Yes,N/A,Forced Entry
S00883,C2020,Home,Technical,Low Battery,Zone 5 – Garage,2025-01-18,16:50,2nd,Medium,E04,Mid,6,21,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00884,C2092,Factory,Technical,Power Restored,Zone 0 – Control Panel,2025-04-05,05:52,3rd,Low,E06,Junior,7,12,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00885,C2057,Shop,Burglary,Glass Break,Zone 8 – Control Room,2025-04-23,22:00,2nd,High,E03,Mid,6,9,No,No,No,No,User error,False Alarm – User error
S00886,C2057,Shop,Technical,Sensor Fault,Zone 6 – Office,2025-03-26,19:51,2nd,Low,E06,Junior,12,25,No,No,No,No,N/A,Unclassified
S00887,C2051,Shop,Burglary,Alarm Triggered,Zone 8 – Control Room,2025-06-05,18:00,2nd,Low,E05,Mid,8,12,No,No,No,No,Power outage,False Alarm – Power outage
S00888,C2145,School,Burglary,Motion Detected,Zone 8 – Control Room,2025-02-22,18:42,2nd,Medium,E07,Junior,13,44,Yes,No,No,No,N/A,Confirmed Intrusion
S00889,C2146,School,Burglary,Motion Detected,Zone 9 – Hallway,2025-01-15,17:16,2nd,High,E02,Senior,2,85,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00890,C2110,Warehouse,Fire,Gas Leak,Zone 1 – Main Door,2025-02-04,14:00,1st,Critical,E04,Mid,9,21,No,No,No,No,Animal,False Alarm – Animal
S00891,C2093,Factory,Burglary,Glass Break,Zone 7 – Storage,2025-05-27,06:31,3rd,Medium,E03,Mid,6,74,Yes,No,No,No,N/A,Forced Entry
S00892,C2101,Warehouse,Panic Button,Duress Code,Zone 5 – Garage,2025-02-14,20:00,2nd,High,E10,Mid,7,12,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00893,C2064,Shop,Technical,Power Restored,Zone 6 – Office,2025-01-09,21:04,2nd,Low,E01,Senior,2,4,No,No,No,No,Power outage,False Alarm – Power outage
S00894,C2007,Home,Technical,Power Loss,Zone 5 – Garage,2025-06-21,14:27,1st,Low,E08,Junior,13,20,No,No,No,No,Maintenance,False Alarm – Maintenance
S00895,C2086,Factory,Burglary,Glass Break,Zone 7 – Storage,2025-04-23,07:52,1st,Low,E02,Senior,3,6,No,No,No,No,Environmental,False Alarm – Environmental
S00896,C2032,Office,Burglary,Glass Break,Zone 1 – Main Door,2025-06-18,14:37,1st,Low,E07,Junior,8,11,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
